# claude-progress.txt — myaudio

---

[2026-06-08] [Init] 프로젝트 하네스 문서 초기화 (CLAUDE.md, AGENTS.md, HARNESS.md, CONVENTIONS.md, PRODUCT_BRIEF.md, feature_list/)
[2026-06-08] [Cursor] SETUP-000 progress 헤더 myaudio 수정, .gitignore .env.local 명시 | passes: 변경 없음
[2026-06-08] [Cursor] feat: ALBUM-017 아티스트 이름2(artist_name_alt) 필드·검색·저장 구현 | passes: 변경 없음
[2026-06-08] [Cursor] fix: ALBUM-017 DB 컬럼명 artist_name_alt → name_alt 반영 | passes: 변경 없음
[2026-06-08] [Cursor] feat: ALBUM-017 아티스트 이름 편집 팝오버 UX·이름1 앨범 일괄 갱신 | passes: 변경 없음
[2026-06-08] [Cursor] fix: 이름1 중복 시 안내 메시지·artists/album 이름 기준 분리 | passes: 변경 없음
[2026-06-08] [Cursor] fix: 이름1 NFKC 정규화 비교·중복검사 id 타입 안전 처리 | passes: 변경 없음
[2026-06-08] [Cursor] fix: 이름1 변경 시 기존 artists 레코드와 병합·앨범 artist 일괄 갱신 | passes: 변경 없음
[2026-06-08] [Cursor] style: 아티스트 상세 모바일 헤더·통계 1행 레이아웃 | passes: 변경 없음
[2026-06-08] [Cursor] style: 아티스트 상세 모바일 이름2를 이름1 다음 줄에 표시 | passes: 변경 없음
[2026-06-08] [Cursor] style: 아티스트 목록 상단 필터 모바일 3줄 레이아웃 | passes: 변경 없음
[2026-06-08] [Cursor] fix: 아티스트 상세 데스크톱 이름-태그 간격 회귀 수정 | passes: 변경 없음
[2026-06-08] [Cursor] fix: BUG-007 대시보드 전체앨범 fetch 제거·청취 join·모달 lazy load | passes: 변경 없음
[2026-06-08] [Cursor] fix: BUG-007 prod 진단 — Vercel iad1↔한국 icn1 불일치, PWA SW 없음, vercel.json icn1 고정 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-017 DAC/AMP/DAP 폼 라벨·Vrms V단위·앰프타입 셀렉트·DAP Rk/Vrms 재사용 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-017 상세조회 HeadfiInfoSection 라벨·DAP 필드·dacAmpSpec 공용 추출 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-017 앰프타입→구동방식/등급 9조합 셀렉트·레거시 등급-only 보존 표시 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-018 DAC/AMP/DAP 매칭맵 캐시 SQL·Rk/Vrms Gemini 프롬프트·지연 재분석 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-019 추천앨범 Gemini 프롬프트에 청음원점수·AI분석·FR전체 반영 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-018 확장 매칭맵 HP 청음·AI·FR 프롬프트·캐시초기화 SQL·저장시 무효화 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-020 HeadfiPageHeader 공통화·포지션맵/앨범매칭 서브헤더 추가 | passes: 변경 없음
[2026-06-08] [Cursor] feat: ALBUM-018 AlbumPageHeader 공통화·앨범통계 서브헤더·헤더 유지 | passes: 변경 없음
[2026-06-08] [Cursor] feat: 아카이브 월별 감상앨범 타이틀에 고유앨범수·총청취회수 표시 | passes: 변경 없음
[2026-06-08] [Cursor] feat: 아카이브 감상앨범 타이틀에 고유 아티스트 수 추가 | passes: 변경 없음
[2026-06-08] [Cursor] feat: 앨범통계 랭킹탭 필터-랭킹 사이 기간별 청취 요약 표시 | passes: 변경 없음
[2026-06-08] [Cursor] feat: ALBUM-019 앨범통계 청취 랭킹 영역 통합 헤더 추가 | passes: 변경 없음
[2026-06-08] [Cursor] style: 앨범통계 청취랭킹 헤더·필터·요약 흰색 카드로 감쌈 | passes: 변경 없음
[2026-06-08] [Cursor] feat: ALBUM-020 금주의 핫앨범 타이틀·랭킹 콘텐츠 카드 분리 | passes: 변경 없음
[2026-06-08] [Cursor] style: 앨범통계 핫앨범·청취랭킹 헤더 영역 badge-bg 틴트 | passes: 변경 없음
[2026-06-08] [Cursor] feat: 아카이브 월별 앨범·기기 모달 수정 시 인라인 폼·저장 | passes: 변경 없음
[2026-06-08] [Cursor] feat: ALBUM-021 아티스트 빠칭코 추천 모달·헤더 버튼 | passes: 변경 없음
[2026-06-08] [Cursor] feat: GEAR-021 스피커·무선 액세서리 필드 추가·저장·상세표시 | passes: 변경 없음
[2026-06-08] [Cursor] fix: GEAR-021 액세서리별 지출에 스피커·무선 액세서리 항목 분리 표시 | passes: 변경 없음
[2026-06-08] [Cursor] fix: BUG-008 신규 앨범 무드분류 — intro 후 assign·누락 경로 추가·기존 분류 보호 | passes: 변경 없음
[2026-06-08] [Cursor] fix: 아티스트 앨범 모달 무드보드 클릭 시 /albums 무드보드 이동 | passes: 변경 없음
[2026-06-08] [Cursor] feat: ALBUM-022 무드보드 카드별 앨범 추천·AlbumLotteryModal 재사용 | passes: 변경 없음
[2026-06-08] [Cursor] feat: 앨범 타입 베스트/스페셜 단일 옵션으로 통합 | passes: 변경 없음
[2026-07-07] [Cursor] feat: GEAR-022 독립 액세서리 등록 모달·목록·삭제·소비통계 합산 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 독립 액세서리 목록·등록·수정·삭제를 단일 모달로 통합 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 독립 액세서리 모달을 행 기반 인라인 관리로 재구성 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 액세서리 카테고리 라벨 소스 교체·RLS 정책 SQL 파일 작성 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 독립 액세서리 신규 저장 후 입력 행 값 자동 초기화 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 저장된 액세서리 행 상시 편집 가능·수정 아이콘을 저장 아이콘으로 교체 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 신규 입력 행 상단 배치·미저장 변경 닫기 확인·완료 버튼 제거 | passes: 변경 없음
[2026-07-07] [Cursor] style: GEAR-022 독립 액세서리 모달 행 높이·폰트·아이콘 버튼 슬림화 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 독립 액세서리 지출 라벨별 count 누적 명시화 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-022 독립 액세서리 드롭다운에서 무선/스피커 부가비용 옵션 제외 | passes: 변경 없음
[2026-07-07] [Cursor] feat: GEAR-023 독립 액세서리 모달 등록 개수 표시·카테고리 필터 추가 | passes: 변경 없음
[2026-07-07] [Cursor] style: GEAR-023 독립 액세서리 모달 필터 위치를 신규입력폼·구분선 아래로 이동 | passes: 변경 없음
[2026-07-07] [Cursor] style: GEAR-023 총 건수·카테고리 필터를 한 줄 좌우 배치 | passes: 변경 없음
[2026-07-07] [Cursor] style: GEAR-023 신규 입력폼 상하 여백 확대 | passes: 변경 없음
[2026-07-07] [Cursor] fix: GEAR-023 가격 0 표시·추가 버튼 우측 정렬·신규행 삭제 버튼 | passes: 변경 없음
[2026-07-09] [Cursor] fix: 대시보드 보유 기기 카테고리 라벨 전체 표시 | passes: 변경 없음
[2026-07-09] [Cursor] style: 대시보드 상단 요약 카드 높이 확대 | passes: 변경 없음
[2026-07-09] [Cursor] style: 오늘의 추천 앨범 카드 높이를 다른 요약 카드와 동일하게 맞춤 | passes: 변경 없음
[2026-07-09] [Cursor] feat: 이번 달 청취 영역 6칸 그리드를 스와이프 캐러셀로 변경 | passes: 변경 없음
[2026-07-09] [Cursor] style: 이번 달 청취 캐러셀 섬네일 확대·데스크톱 좌우 버튼 추가 | passes: 변경 없음
[2026-07-09] [Cursor] style: 앨범 메뉴 앨범 통계 명칭을 청취 통계로 변경 | passes: 변경 없음
[2026-07-09] [Cursor] style: 청취 통계 헤더 탭을 타이틀 옆 토글 버튼으로 이동 | passes: 변경 없음
[2026-07-09] [Cursor] style: 헤드파이 포지션맵 헤더 탭을 타이틀 옆 토글 버튼으로 이동 | passes: 변경 없음
[2026-07-09] [Cursor] style: 아티스트 화면 모바일 추천 버튼 너비를 앨범 헤더 버튼과 동일하게 조정 | passes: 변경 없음
[2026-07-09] [Cursor] feat: ALBUM-023 대시보드 이번 달 청취 캐러셀 오토슬라이드 추가 | passes: 변경 없음
[2026-07-09] [Cursor] style: ALBUM-023 이번 달 청취 캐러셀 오토슬라이드 간격 3초로 조정 | passes: 변경 없음
[2026-07-10] [Cursor] fix: BUG-008 신규 앨범 intro·무드 분류를 saveAlbumToDB 서버 after()로 이동 | passes: 변경 없음
[2026-07-16] [Cursor] fix: 청취 통계 최다 청취 기기 헤드파이 모달 등록 앨범 미표시 | passes: 변경 없음
[2026-07-16] [Cursor] style: 대시보드 최근 등록 기기를 최근 구매 기기(구매일순)로 변경 | passes: 변경 없음
[2026-07-21] [Cursor] feat: GEAR-026 매칭점수 OpenAI·FR/음색분석 Anthropic 모델 교체 | passes: 변경 없음
[2026-07-12] [Cursor] style: GNB 외부앱 3개 제거·새로고침 버튼 추가 (location.reload) | passes: 변경 없음
[2026-07-12] [Cursor] fix: 대시보드 캐러셀 오토슬라이드 시 페이지 스크롤 점프 방지 | passes: 변경 없음
[2026-07-12] [Cursor] feat: ALBUM-024 음감 다이어리 페이지·날짜 그룹핑·청취기록 수정/삭제 | passes: 변경 없음

[2026-07-12] [Cursor] feat: 청취 기간 필터 1~5월 묶음·6월부터 개별 월 | passes: 변경 없음

[2026-07-12] [Cursor] style: 매칭맵 스코어 셀 색상 구간 재조정(285+/270/240/210) | passes: 변경 없음

[2026-07-12] [Cursor] style: 매칭맵 회색 스코어 셀 다크모드 대비 강화 | passes: 변경 없음
[2026-07-21] [Cursor] feat: GEAR-026 매칭점수 OpenAI·FR/음색분석 Anthropic 모델 교체 | passes: 변경 없음
[2026-07-21] [Cursor] feat: GEAR-027 FR그래프 AI 해석 재분석 버튼 추가 | passes: 변경 없음
[2026-07-21] [Cursor] style: 청음평가 AI 분석 로딩 문구 Gemini→AI 통일 | passes: 변경 없음
[2026-07-21] [Cursor] feat: GEAR-026 recommendHeadfiAlbums Claude Sonnet 5 교체 | passes: 변경 없음
[2026-07-21] [Cursor] style: 추천 앨범 로딩 문구 Gemini→AI 통일 | passes: 변경 없음
[2026-07-21] [Cursor] feat: GEAR-026 recommendHeadfiAlbumMatch Claude Sonnet 5 교체 | passes: 변경 없음
[2026-07-21] [Cursor] fix: 앨범매칭 Claude JSON 파싱 실패·에러 메시지 노출 수정 | passes: 변경 없음
[2026-07-21] [Cursor] perf: Anthropic extended thinking 비활성·max_tokens·후보앨범 50 축소 | passes: 변경 없음
[2026-07-21] [Cursor] revert: GEAR-026 recommendHeadfiAlbumMatch Gemini 원복 | passes: 변경 없음
[2026-07-21] [Cursor] style: 청음평가 AI분석 텍스트 크기·문단 구분 FR해석과 통일 | passes: 변경 없음
[2026-07-21] [Cursor] style: 추천앨범 AI 해설 텍스트 크기·문단 구분 통일 | passes: 변경 없음
[2026-07-21] [Cursor] fix: ESLint 경고 3건 정리 (useEffect deps·미사용 import) | passes: 변경 없음
[2026-07-21] [Cursor] feat: ALBUM-025 generateArtistBio GPT-5.4-mini Responses API+web_search 교체 | passes: 변경 없음
[2026-07-21] [Cursor] style: 아티스트 소개 로딩 문구 Gemini→AI 통일 | passes: 변경 없음
[2026-07-21] [Cursor] style: generateArtistBio 프롬프트 자연스러운 소개글 문체·메타 발언 제거 | passes: 변경 없음
[2026-07-21] [Cursor] style: generateArtistBio 연도·숫자 아라비아 숫자 표기 지시 추가 | passes: 변경 없음
[2026-07-21] [Cursor] style: generateArtistBio 존대어(~습니다체) 문체·few-shot 예시 추가 | passes: 변경 없음
[2026-07-28] [Cursor] chore: gemini.ts 모델 gemini-3.1-flash-lite→3.5-flash-lite 일괄 교체 | passes: 변경 없음
[2026-07-30] [Cursor] feat: 앨범 등록 앨범 타입 플레이리스트 추가 | passes: 변경 없음
[2026-07-31] [Cursor] fix: generateAlbumIntroAndTags 프롬프트 분량·구체성 강화 | passes: 변경 없음
[2026-08-08] [Cursor] feat: 앨범 등록 추천 리시버 선택에 이어폰 포함·라벨 변경 | passes: 변경 없음
[2026-08-08] [Cursor] fix: 헤드파이 등록 저장 Server Action→/api/headfi Route Handler 전환 | passes: 변경 없음
[2026-08-08] [Cursor] fix: BUG-009 매칭 관련 필드 변경 시에만 headfi_match_cache 무효화 | passes: 변경 없음
[2026-08-08] [Cursor] docs: BUG-009 headfi_match_cache base/target 의미·양방향 무효화 검증 완료 | passes: 변경 없음
[2026-08-08] [Cursor] fix: BUG-010 headfi-match-score 캐시 조회·force 삭제 양방향 처리 | passes: 변경 없음
[2026-08-08] [Cursor] feat: ALBUM-026 앨범 모달 AI 추천 리시버(헤드폰+이어폰) 확장 | passes: 변경 없음
[2026-08-08] [Cursor] style: 아티스트 상세 프로필 헤더 블러 배경 적용 | passes: 변경 없음
[2026-08-08] [Cursor] fix: 아티스트 프로필 블러 헤더 태그 대비·상단 radius 수정 | passes: 변경 없음
[2026-08-17] [Cursor] style: 대시보드 최근 앨범·구매기기 카드 텍스트 순서 변경 | passes: 변경 없음
[2026-08-17] [Cursor] style: 대시보드 오늘의 추천 앨범 제거·이번 달 청취 영역 확대 | passes: 변경 없음
[2026-08-17] [Cursor] style: 대시보드 이번 달 청취 썸네일 1:1 비율 고정 | passes: 변경 없음
[2026-08-17] [Cursor] fix: 대시보드 이번 달 청취 캐러셀 오토슬라이드 인덱스 충돌 수정 | passes: 변경 없음
[2026-08-17] [Cursor] fix: 이번 달 청취 캐러셀 좌측 정렬·오토슬라이드 연속 재생 수정 | passes: 변경 없음
[2026-08-17] [Cursor] fix: BUG-011 이번 달 청취 캐러셀 렌더 리셋 루프·오토슬라이드 복구 | passes: 변경 없음
[2026-08-17] [Cursor] style: 이번 달 청취 캐러셀 peek 효과·최대 7장 표시 | passes: 변경 없음
[2026-08-17] [Cursor] fix: 이번 달 청취 캐러셀 커버 1:1 비율 유지 | passes: 변경 없음
[2026-08-17] [Cursor] fix: 이번 달 청취 캐러셀 뷰포트 비율로 1:1 카드·대칭 peek 재설계 | passes: 변경 없음
[2026-08-17] [Cursor] fix: 이번 달 청취 캐러셀 높이를 21rem에 고정하고 1:1 peek 유지 | passes: 변경 없음
[2026-08-17] [Cursor] style: 이번 달 청취 캐러셀을 전체 너비 1:1 2장 노출로 조정 | passes: 변경 없음

[2026-08-11] [Cursor] feat: GEAR-028 헤드폰·이어폰 세팅 탭·DAC/AMP 조합별 게인 설정 CRUD | passes: 변경 없음

[2026-08-11] [Cursor] fix: GEAR-028 세팅 탭 DAC/AMP 선택에 DAP 포함 | passes: 변경 없음

[2026-08-17] [Cursor] feat: ALBUM-027 리시버 검색+최근사용+전체보기 콤보박스 공용 컴포넌트 | passes: 변경 없음

[2026-08-17] [Cursor] fix: ALBUM-027 리시버 콤보박스 portal·위아래 flip 배치 | passes: 변경 없음

[2026-08-17] [Cursor] style: ALBUM-027 리시버 콤보박스 패널 고정 너비·우측 넘침 보정 | passes: 변경 없음

[2026-08-17] [Cursor] fix: ALBUM-027 리시버 콤보박스 패널을 모달 경계 안으로 보정 | passes: 변경 없음

[2026-08-17] [Cursor] feat: GEAR-029 Head-fi 사용 통계 페이지·앨범 통계 기기 랭킹 이관 | passes: 변경 없음

[2026-08-17] [Cursor] style: GEAR-029 리시버·DAC/AMP 랭킹 TOP10 2컬럼 배치 | passes: 변경 없음

[2026-08-17] [Cursor] style: GEAR-029 리시버 필터 라벨 헤드폰W·이어폰W 축약 | passes: 변경 없음

[2026-08-17] [Cursor] style: GEAR-029 리시버 필터 라벨 HP/IEM/W-HP/W-IEM | passes: 변경 없음

[2026-08-17] [Cursor] style: GEAR-029 리시버·DAC/AMP 랭킹 헤더 높이 정렬 | passes: 변경 없음

[2026-08-17] [Cursor] feat: GEAR-029 최다 사용 DAC/AMP 랭킹에 DAP 명시·집계 보강 | passes: 변경 없음

[2026-08-17] [Cursor] fix: BUG-012 이번 달 청취 캐러셀 created_at 최신순·앨범 중복 제거 | passes: 변경 없음

[2026-08-17] [Cursor] fix: BUG-013 아티스트 이름 편집 팝오버 portal·헤더 가림 해소 | passes: 변경 없음

[2026-08-17] [Cursor] feat: 대시보드 이번 달 청취를 최근 청취 7장(중복 제외)으로 변경 | passes: 변경 없음

[2026-08-17] [Cursor] feat: 대시보드 최근 청취 횟수 배지를 다이어리 더보기로 교체 | passes: 변경 없음
[2026-08-19] [Cursor] feat: RECORDSHELF-001 CD/LP 보유 체크·RecordShelf 메뉴 신설 | passes: 변경 없음
[2026-08-19] [Cursor] feat: RECORDSHELF-001 연도 그룹핑 제거·리스트/그리드·매체 필터 | passes: 변경 없음
[2026-08-19] [Cursor] fix: RECORDSHELF-001 리스트/장르보드 아이콘 매핑·필터 셀렉트 우측 배치 | passes: 변경 없음
[2026-08-19] [Cursor] style: RECORDSHELF-001 장르보드 전환 시 뷰 아이콘 좌측 고정 | passes: 변경 없음
[2026-08-19] [Cursor] style: RECORDSHELF-001 목록에서 장르2 숨김 | passes: 변경 없음
[2026-08-19] [Cursor] style: RECORDSHELF-001 매체 태그·장르/발매일 셀렉트 상시 노출 | passes: 변경 없음
[2026-08-19] [Cursor] fix: 사용통계 DAC/AMP/DAP 모달 매칭 모델 조회 | passes: 변경 없음
[2026-08-22] [Cursor] style: GNB·페이지 타이틀 Lyrics → Works | passes: 변경 없음
[2026-08-22] [Cursor] refactor: Works 페이지 경로 /lyrics → /works | passes: 변경 없음
[2026-08-22] [Cursor] feat: LYRICSTRANSLATE-001 Lyrics 가사 번역 노트 메뉴 | passes: 변경 없음
[2026-08-22] [Cursor] fix: LYRICSTRANSLATE-001 1뎁스 목록을 트랙 등록 앨범까지 확대 | passes: 변경 없음
[2026-08-22] [Cursor] fix: LYRICSTRANSLATE-001 일본어 발음을 한글 표기로 수정 | passes: 변경 없음
[2026-08-22] [Cursor] feat: LYRICSTRANSLATE-001 번역을 Claude Sonnet 5 의역으로 교체 | passes: 변경 없음
[2026-08-22] [Cursor] fix: BUG-014 lyrics_text 저장 payload 누락 | passes: 변경 없음
[2026-08-22] [Cursor] fix: LYRICSTRANSLATE-001 가사 열람 문단 단위 카드 그룹핑 | passes: 변경 없음
[2026-08-22] [Cursor] feat: LYRICSTRANSLATE-001 1뎁스 검색·필터·카드 메타 표시 | passes: 변경 없음
[2026-08-22] [Cursor] style: LYRICSTRANSLATE-001 1뎁스 카드 메타 한 줄 텍스트 정리 | passes: 변경 없음
[2026-08-22] [Cursor] feat: LYRICSTRANSLATE-001 트랙리스트 헤더 메타·앨범 상세 모달 | passes: 변경 없음
[2026-08-22] [Cursor] feat: LYRICSTRANSLATE-001 앨범 상세 모달 Lyrics 탭(조건부 라우팅) | passes: 변경 없음
[2026-08-22] [Cursor] feat: ALBUM-028 대시보드 최근 등록 앨범·가사 분할 위젯 | passes: 변경 없음
[2026-08-22] [Cursor] chore: GNB 메뉴 순서 변경 (Lyrics·RecordShelf 위치 조정) | passes: 변경 없음
[2026-08-22] [Cursor] feat: LYRICSTRANSLATE-001 AI 번역 트랙 제목·열람 타이틀 영역 | passes: 변경 없음
[2026-08-22] [Cursor] fix: Lyrics 앨범 선택 검색 전용·아티스트명2 검색 | passes: 변경 없음

[2026-08-27] [Cursor] style: 대시보드 최근 앨범/기기 위젯 모바일 개수(4/4) 분기 | passes: 변경 없음
[2026-08-28] [Cursor] feat: GEAR-030 헤드파이 판매 관리 모달·소비 통계 판매액 차감 | passes: 변경 없음
[2026-08-28] [Cursor] style: 판매 관리 모달 총 건수 옆 총 판매금액 표시 | passes: 변경 없음
[2026-08-28] [Cursor] style: 소비 통계 전체 지출 아래 총지출-총판매액 세부 내역 표시 | passes: 변경 없음
[2026-08-29] [Cursor] feat: ALBUM-029 청취 기록 저장 시 시각·날씨·기온 자동 스냅샷 | passes: 변경 없음
[2026-08-29] [Cursor] style: ALBUM-029 청취 이력·음감 다이어리 컨텍스트(시각·날씨) 표시 | passes: 변경 없음
[2026-08-29] [Cursor] fix: BUG-015 PWA 청취 기록 날씨 null — insert 후 비동기 update·geo 플래그 수정 | passes: 변경 없음
[2026-08-29] [Cursor] style: 청취 기록 신규 등록 폼 청취일 기본값 오늘 날짜 | passes: 변경 없음
[2026-08-29] [Cursor] feat: ALBUM-030 앨범 커버 대표색 추출·음감 다이어리 날짜 그라데이션 | passes: 변경 없음
[2026-08-29] [Cursor] chore: dominant_colors 백필 625건 중 602건 성공·23건 실패(유지) | passes: 변경 없음
[2026-08-29] [Cursor] feat: ALBUM-031 대시보드 타임머신 회고 배너 | passes: 변경 없음
[2026-08-29] [Cursor] style: 타임머신 회고 배너 닫기·세션 동안 숨김 | passes: 변경 없음
[2026-08-29] [Cursor] feat: ALBUM-032 음감 다이어리 캘린더 카드 뷰·리스트 토글 | passes: 변경 없음
[2026-08-29] [Cursor] style: ALBUM-032 캘린더 카드 그라데이션 톤다운·요일 제거 | passes: 변경 없음
[2026-08-30] [Cursor] fix: BUG-016 청취 기록 날씨 null 재발 — Safari 제스처·geo 플래그·진단 로그 | passes: 변경 없음
[2026-08-30] [Cursor] fix: BUG-016 geo POSITION_UNAVAILABLE — 다중 재시도·watchPosition 폴백 | passes: 변경 없음
[2026-08-30] [Cursor] fix: BUG-016 원인 확인 — macOS 위치 서비스 off 시 POSITION_UNAVAILABLE, 시스템 설정 재활성화로 해결 | passes: 변경 없음
[2026-08-30] [Cursor] style: BUG-016 POSITION_UNAVAILABLE 시 macOS 위치 서비스 안내 토스트 | passes: 변경 없음
[2026-08-30] [Cursor] feat: GEAR-031 기기 매칭 조합 관리 UI·headfi_combos CRUD | passes: 변경 없음
[2026-08-30] [Cursor] feat: GEAR-032 기기 매칭 combo_id 기준 평가·프롬프트·UI 전환 | passes: 변경 없음
[2026-08-30] [Cursor] feat: GEAR-033 매칭맵 헤더·캐시 combo_id 기준 전환 | passes: 변경 없음
[2026-08-30] [Cursor] fix: headfi_match_cache insert 시 base_gear_id NOT NULL — select1_id 채움 | passes: 변경 없음
[2026-08-30] [Cursor] style: 매칭맵 조합 라벨 model만 표시 (브랜드·카테고리 제외) | passes: 변경 없음
[2026-08-30] [Cursor] feat: 매칭맵 평가 셀 상세 모달 재분석 버튼 | passes: 변경 없음
[2026-08-30] [Cursor] fix: 매칭맵 재분석 confirm 모달 뒤 가림 — 인라인 확인 UI로 교체 | passes: 변경 없음
[2026-08-30] [Cursor] style: 기기 매칭 모달 탭 구성 (매칭 조합·조합 관리) | passes: 변경 없음
[2026-08-30] [Cursor] fix: 조합 관리 삭제 confirm 모달 뒤 가림 — 인라인 확인 UI | passes: 변경 없음
[2026-08-30] [Cursor] fix: GEAR-032 조합 매칭 프롬프트 DAC/AMP 역할 분리·정확한 모델명 전달 | passes: 변경 없음
[2026-08-30] [Cursor] fix: 기기 매칭 modal comboId required — 조합 목록 직접 로드·ID 인자 전달 | passes: 변경 없음
[2026-08-30] [Cursor] fix: 매칭 조합 modal 재분석 confirm 모달 뒤 가림 — 인라인 확인 UI | passes: 변경 없음
[2026-08-31] [Cursor] feat: GEAR-036 헤드폰/이어폰 매칭기기 입력을 headfi_combos 조합 선택으로 전환(pairing_combo_id 저장·표시) | passes: 변경 없음
[2026-08-31] [Cursor] feat: GEAR-037 headfi_combos 소프트 삭제(deleted_at) 전환·선택 옵션 필터·매칭맵 캐시 참조 컬럼 유지 | passes: 변경 없음
[2026-08-31] [Cursor] feat: GEAR-038 매칭맵 pairing_combo_id 일치 시 마스터 가산점 20점 표시(셀·상세 모달 breakdown) | passes: 변경 없음
[2026-09-01] [Cursor] fix: headfi_match_cache duplicate key — combo_id+target_gear_id upsert·GEAR-039 SQL | passes: 변경 없음
[2026-09-01] [Cursor] fix: headfi_match_cache upsert onConflict 오류 — delete+insert로 저장·GEAR-039 SQL을 UNIQUE CONSTRAINT로 수정 | passes: 변경 없음
[2026-09-01] [Cursor] fix: 조합 삭제 시 매칭맵 헤더에서도 제거(활성 조합만 표시·조합 변경 이벤트 동기화) | passes: 변경 없음
